industry_type,primary_hotspot_key,production_volume_units,grid_electricity_kwh,renewable_electricity_kwh,renewable_energy_ratio,fossil_fuel_burn_mj,raw_material_kg,virgin_material_percentage,waste_generated_kg,waste_landfill_percentage,transport_tkm,primary_hotspot_share_pct,scope1_share_pct,scope2_share_pct,scope3_share_pct,target_intervention_category
textile,coal,597524.9,1598767.3,134655.9,0.0777,1350394.9,167588.4,61.58,23862.5,42.73,22507.2,59.48,62.0,33.16,4.84,Renewable Energy Substitution
food_processing,raw_materials,602185.0,526422.7,54565.4,0.0939,288917.2,358395.2,85.39,65820.7,85.11,72801.1,33.35,17.16,16.87,65.97,Material Reuse
general,waste,1375999.4,829531.6,43932.1,0.0503,214601.7,416423.7,69.41,72687.0,41.83,32138.5,35.6,17.92,37.24,44.84,Recycling Loops
metal_engineering,raw_materials,2194200.7,886370.3,66353.1,0.0696,365324.3,795414.8,82.11,33422.9,81.84,41008.8,46.63,26.24,34.23,39.53,Recycled Materials
general,raw_materials,2455998.5,805995.7,102764.2,0.1131,233451.4,764512.8,79.93,35089.3,85.65,50889.6,41.33,16.14,25.82,58.04,Recycled Materials
textile,natural_gas,928489.2,1067890.5,329744.9,0.2359,473267.0,236068.6,61.23,47162.7,47.03,46998.1,36.34,28.96,54.47,16.57,Energy Optimization
general,diesel,1275947.1,367118.6,58202.9,0.1368,1273642.8,357029.2,68.29,32694.0,57.47,129358.2,55.75,52.04,20.49,27.47,Transportation Optimization
general,electricity,342699.9,821179.3,168993.1,0.1707,1184240.8,114475.0,70.82,18460.5,52.96,33463.4,44.09,27.82,36.3,35.88,Energy Optimization
metal_engineering,raw_materials,1432085.3,703621.8,149502.2,0.1752,200187.2,656168.2,82.58,70805.7,87.18,20425.5,45.48,15.78,28.23,55.99,Recycled Materials
chemical,raw_materials,2211277.3,514189.5,125211.6,0.1958,174567.9,737090.1,82.01,36223.5,68.76,46201.3,41.65,18.24,34.51,47.25,Recycled Materials
general,natural_gas,864097.8,1081147.9,328336.2,0.2329,680806.4,278729.2,69.67,35088.1,57.29,40664.7,37.63,25.43,37.91,36.66,Energy Optimization
textile,coal,601855.4,1009158.1,148346.6,0.1282,1523029.5,197162.5,65.8,60667.6,50.32,47289.2,41.67,36.66,30.71,32.63,Process Changes
textile,raw_materials,500096.8,448485.5,114526.3,0.2034,363204.9,299687.2,71.59,82329.2,70.58,34070.0,37.29,25.06,37.71,37.23,Recycling Loops
metal_engineering,raw_materials,1324476.1,506032.0,155185.8,0.2347,474193.8,370726.5,78.2,76074.7,61.85,23232.6,35.26,23.93,22.26,53.81,Recycled Materials
chemical,waste,1793632.6,265198.7,66194.1,0.1997,299329.2,638302.6,83.21,160473.0,92.34,28179.1,48.65,18.07,25.57,56.36,Waste-to-Value
general,raw_materials,1418284.0,443439.8,143706.1,0.2448,404002.2,453188.7,79.04,36533.0,89.3,42596.1,50.69,19.55,31.73,48.72,Recycled Materials
general,coal,761960.7,1551248.7,35830.3,0.0226,649585.4,198672.3,81.02,29525.2,45.05,42721.4,67.69,53.67,26.9,19.43,Renewable Energy Substitution
general,raw_materials,1562440.8,569447.1,116642.0,0.17,328362.8,466077.3,76.94,30864.3,71.0,23482.3,47.33,28.35,33.21,38.44,Recycled Materials
food_processing,transport,445142.3,428705.7,73798.4,0.1469,1410062.3,187046.1,76.09,28689.5,52.73,253421.7,54.56,54.65,22.35,23.0,Transportation Optimization
general,waste,881096.2,383845.9,70280.3,0.1548,217175.5,409922.6,71.43,77371.4,72.2,59819.9,40.0,25.35,34.74,39.91,Material Reuse
metal_engineering,raw_materials,797775.0,584701.4,72015.4,0.1097,260576.3,251539.8,84.92,78300.0,52.19,32755.2,34.01,27.5,31.81,40.69,Recycling Loops
chemical,waste,825785.2,536127.5,74867.3,0.1225,116462.5,504263.8,77.55,104880.4,65.5,15001.3,46.99,27.0,38.26,34.74,Recycling Loops
chemical,electricity,428647.6,1427771.1,367290.0,0.2046,1010863.1,117759.7,64.24,33621.2,49.41,37224.8,32.96,35.83,51.16,13.01,Energy Optimization
general,raw_materials,1648458.4,388298.0,74696.6,0.1613,135903.8,842037.1,70.13,51612.3,63.7,30768.8,50.52,17.43,34.49,48.08,Recycled Materials
metal_engineering,coal,798507.1,2092717.1,77757.0,0.0358,558581.9,198514.0,61.58,31664.4,64.77,28717.5,61.77,56.62,20.73,22.65,Renewable Energy Substitution
general,waste,1547364.9,775326.8,81104.1,0.0947,318197.8,478750.3,80.08,78862.5,67.5,26561.4,46.7,22.3,31.94,45.76,Recycling Loops
general,coal,781009.1,1627760.4,91047.7,0.053,1823299.7,187720.4,59.73,23405.2,55.01,43576.7,44.91,46.79,32.61,20.6,Renewable Energy Substitution
metal_engineering,waste,614802.9,568015.3,41654.7,0.0683,161147.4,349122.5,85.28,105642.9,88.49,40197.2,38.38,21.15,24.41,54.44,Material Reuse
textile,waste,1100823.6,305293.2,84634.6,0.2171,165361.2,455108.0,73.23,226478.6,85.64,23383.3,35.77,28.11,22.57,49.32,Waste-to-Value
food_processing,natural_gas,461624.0,1218360.2,227999.9,0.1576,828645.2,148367.6,79.98,41209.4,60.36,29814.1,38.51,26.83,35.58,37.59,Energy Optimization
textile,electricity,373996.5,1983855.5,183317.6,0.0846,208762.8,97438.9,80.59,31963.6,65.97,44879.5,62.47,28.12,67.3,4.58,Renewable Energy Substitution
general,diesel,337558.3,343381.9,71757.0,0.1729,1213308.2,117473.0,66.9,29938.0,43.96,106723.6,36.88,53.65,18.88,27.47,Transportation Optimization
general,electricity,443662.9,785658.7,114923.9,0.1276,1174715.1,237812.1,76.68,15459.7,53.86,40998.6,29.33,31.35,43.58,25.07,Energy Optimization
textile,raw_materials,2428062.9,591897.7,141979.6,0.1935,354921.6,989458.3,96.04,46599.4,57.81,56287.8,52.76,18.41,16.66,64.93,Alternative Materials
chemical,diesel,370320.8,237318.0,36595.4,0.1336,1759062.0,172187.6,77.05,24513.3,43.7,197481.8,56.66,45.46,22.95,31.59,Transportation Optimization
textile,electricity,735477.9,538500.4,37171.7,0.0646,771105.9,207279.0,73.95,28322.5,46.17,21439.6,48.29,46.83,32.16,21.01,Process Changes
chemical,raw_materials,1066923.2,710369.6,92959.0,0.1157,233186.8,403292.0,97.04,48912.6,52.03,48313.4,49.96,11.23,21.87,66.9,Alternative Materials
general,raw_materials,1948220.4,838419.5,123394.6,0.1283,489353.0,552256.2,88.64,28431.7,70.06,22345.6,51.51,27.24,32.77,39.99,Recycled Materials
chemical,waste,1176304.5,573382.0,47567.7,0.0766,98295.3,347107.5,86.71,35287.3,75.95,91306.9,28.42,16.7,26.4,56.9,Material Reuse
general,natural_gas,249931.7,975016.8,192191.3,0.1647,608285.3,84807.3,67.2,46132.1,62.26,20089.8,38.05,37.84,49.0,13.16,Energy Optimization
general,diesel,887752.0,494016.8,69271.2,0.123,1175624.1,363780.6,60.43,29645.7,46.71,267634.1,43.87,37.69,14.1,48.21,Transportation Optimization
food_processing,coal,517098.0,2314892.0,81254.8,0.0339,1311606.4,113300.4,77.14,37909.9,52.56,38195.4,53.96,52.93,33.77,13.3,Renewable Energy Substitution
textile,waste,699876.8,393808.2,44985.7,0.1025,281728.3,335551.6,60.46,119977.8,47.94,38232.0,41.78,26.44,28.02,45.54,Recycling Loops
chemical,raw_materials,2008616.0,775654.9,40356.9,0.0495,289702.0,614440.9,83.83,62874.7,67.6,20349.3,46.47,23.03,32.54,44.43,Recycled Materials
food_processing,natural_gas,396598.5,1248120.8,183763.5,0.1283,441831.3,132026.5,67.32,42778.3,63.45,47390.8,29.0,20.23,48.98,30.79,Energy Optimization
chemical,waste,1503006.7,735536.2,118027.6,0.1383,329224.7,640053.3,65.35,244688.0,78.28,18033.8,32.81,23.6,31.71,44.69,Waste-to-Value
food_processing,electricity,343402.7,1941413.6,167674.3,0.0795,189527.1,94672.1,82.98,30900.0,48.29,21281.3,65.81,32.19,57.15,10.66,Renewable Energy Substitution
chemical,raw_materials,591171.9,799567.1,150624.8,0.1585,446569.3,288751.3,85.23,32699.3,72.47,39200.6,40.05,22.79,34.95,42.26,Recycled Materials
chemical,electricity,224702.0,1093902.4,14107.6,0.0127,246361.3,72499.6,75.35,21569.8,42.57,38445.6,56.23,15.89,71.84,12.27,Renewable Energy Substitution
chemical,waste,1045926.4,425278.1,94224.4,0.1814,198868.3,402010.3,73.43,58318.2,45.45,37010.5,35.54,21.18,25.53,53.29,Recycling Loops
general,raw_materials,1295776.7,375331.6,85744.7,0.186,120494.5,414479.2,79.09,63243.8,56.83,39800.4,41.11,27.62,31.22,41.16,Recycling Loops
metal_engineering,waste,604503.3,400284.4,133653.1,0.2503,321621.8,293611.1,68.44,112870.7,64.35,34144.6,35.71,25.75,30.8,43.45,Recycling Loops
food_processing,raw_materials,730903.8,261365.2,49324.1,0.1588,162005.9,202993.7,83.36,88042.1,74.76,57003.3,27.12,24.42,17.43,58.15,Material Reuse
general,raw_materials,1060069.6,707818.3,38502.1,0.0516,113869.1,504741.9,85.34,35638.9,79.25,29094.0,49.72,28.44,24.46,47.1,Recycled Materials
metal_engineering,raw_materials,782178.6,317521.2,81623.3,0.2045,375879.3,378916.3,75.62,110183.7,67.44,27982.0,44.87,20.87,38.33,40.8,Recycling Loops
food_processing,electricity,1609906.3,1187505.1,100282.0,0.0779,1454080.1,489501.0,72.79,51800.9,50.78,47535.9,35.99,51.64,26.67,21.69,Process Changes
food_processing,waste,1309575.0,404886.2,47830.7,0.1057,225566.5,657332.6,74.38,200256.5,86.27,15865.7,31.6,23.07,30.78,46.15,Waste-to-Value
general,transport,688525.1,326816.9,53538.8,0.1408,1512857.6,282192.6,68.47,29730.5,68.47,176644.7,47.01,37.16,15.38,47.46,Transportation Optimization
chemical,raw_materials,3630094.4,404639.8,34751.6,0.0791,373642.8,1089605.4,88.61,46399.4,74.52,42208.0,49.65,13.63,16.4,69.97,Alternative Materials
general,raw_materials,1560006.3,696322.5,114234.0,0.1409,109274.5,431244.1,65.79,56309.6,68.36,18376.0,36.31,29.08,27.79,43.13,Recycling Loops
textile,waste,2066156.9,425608.5,104537.8,0.1972,123379.0,671171.8,84.66,76828.0,81.7,26172.0,49.41,23.94,29.67,46.39,Waste-to-Value
chemical,transport,298779.3,475852.7,53140.1,0.1005,1608587.5,155071.3,77.05,22659.0,42.01,122501.9,40.03,36.09,14.64,49.27,Transportation Optimization
general,coal,896574.8,2042435.9,45709.9,0.0219,853271.7,208596.4,53.27,23124.2,40.81,22138.3,59.57,46.8,32.77,20.43,Renewable Energy Substitution
chemical,waste,1488357.6,537476.7,109543.5,0.1693,327807.6,437623.3,81.37,149559.9,94.98,23747.3,33.22,27.83,28.81,43.36,Waste-to-Value
metal_engineering,raw_materials,1030437.6,215979.2,48983.5,0.1849,297917.1,395524.7,75.56,39132.6,80.67,63141.5,43.57,24.62,21.23,54.15,Material Reuse
chemical,transport,404866.4,264364.5,51832.0,0.1639,1077079.2,122209.4,60.89,20201.7,66.87,164623.7,41.86,54.06,21.18,24.76,Transportation Optimization
textile,raw_materials,1311030.4,623351.5,109492.7,0.1494,181093.5,450174.2,91.03,25703.8,76.7,33835.1,41.4,10.38,24.69,64.93,Alternative Materials
chemical,coal,882638.9,469342.8,159337.7,0.2534,929567.3,359629.0,82.87,63802.1,52.86,28514.0,31.77,46.24,25.27,28.49,Process Changes
food_processing,waste,929043.4,383114.1,82312.7,0.1769,334115.0,527512.3,71.15,125849.8,94.23,37753.4,38.03,16.55,21.08,62.37,Waste-to-Value
food_processing,electricity,1516994.7,1146819.5,109012.5,0.0868,1091621.6,462287.2,67.87,41685.8,74.06,46885.9,33.38,37.66,29.09,33.25,Process Changes
food_processing,electricity,551646.2,991044.8,121754.0,0.1094,443807.0,164268.4,63.11,48729.1,68.67,26763.8,38.88,30.68,51.31,18.01,Energy Optimization
chemical,waste,671940.8,473771.1,112117.1,0.1914,263754.5,337520.1,63.55,60711.6,87.24,18214.7,39.79,23.84,24.14,52.02,Waste-to-Value
general,raw_materials,1105204.6,776150.0,109686.5,0.1238,209219.5,296635.0,68.9,65569.4,46.16,33583.3,31.55,21.81,30.79,47.4,Recycling Loops
general,coal,315680.1,928919.0,59966.5,0.0606,871343.1,68471.3,62.6,18226.2,57.89,44273.2,43.48,52.45,33.64,13.91,Renewable Energy Substitution
metal_engineering,diesel,635516.3,425621.3,19804.9,0.0445,1088564.4,201195.3,73.56,20257.1,60.54,228560.1,57.37,58.44,16.42,25.14,Transportation Optimization
food_processing,transport,1273100.6,364523.7,34716.8,0.087,1491044.6,368824.8,54.18,28113.1,55.44,115787.4,48.94,50.24,17.73,32.03,Transportation Optimization
metal_engineering,raw_materials,564469.4,373300.4,83975.3,0.1836,271842.4,299211.4,72.68,58735.2,89.35,38124.3,25.26,26.93,24.54,48.53,Material Reuse
textile,raw_materials,933719.9,425878.0,125371.9,0.2274,395546.6,435375.2,93.32,35235.6,79.1,53684.8,56.44,17.03,21.22,61.75,Alternative Materials
general,raw_materials,2633225.6,841064.4,60520.9,0.0671,126789.4,820277.8,78.57,54796.9,89.04,22329.8,44.97,16.11,25.63,58.26,Recycled Materials
chemical,waste,417627.5,250936.4,58311.7,0.1886,184512.5,231158.9,64.49,83654.8,96.04,19208.0,43.44,23.9,28.15,47.95,Waste-to-Value
general,raw_materials,1719005.1,298174.3,123325.2,0.2926,292788.8,498692.7,86.15,47220.0,69.64,30930.4,58.92,12.27,21.49,66.24,Alternative Materials
chemical,natural_gas,1262632.3,777662.3,107131.1,0.1211,1419387.0,445423.8,66.63,20760.2,59.39,54356.5,49.71,50.72,39.91,9.37,Process Changes
general,electricity,587302.9,1373889.0,34336.4,0.0244,230080.1,212223.6,54.85,24604.9,48.71,15883.7,60.56,23.45,51.49,25.06,Renewable Energy Substitution
metal_engineering,transport,551050.3,252191.6,74839.9,0.2288,1698119.9,217620.4,63.03,27562.4,59.89,177928.3,42.77,43.7,13.53,42.77,Transportation Optimization
textile,raw_materials,1209344.7,395876.8,87302.5,0.1807,80753.3,615564.2,85.46,23143.1,61.91,25308.6,50.49,20.34,27.01,52.65,Alternative Materials
textile,coal,464072.4,2099635.0,68410.3,0.0316,720190.6,108358.9,67.76,20264.2,59.89,11871.3,54.27,52.36,25.69,21.95,Renewable Energy Substitution
food_processing,waste,654197.4,393550.9,91802.6,0.1891,322328.4,180595.9,86.54,96915.1,89.78,47054.7,41.1,27.75,20.78,51.47,Material Reuse
chemical,diesel,391771.9,232609.7,32268.5,0.1218,1793242.8,170664.0,57.18,27169.7,65.78,179022.7,54.77,43.5,12.96,43.54,Transportation Optimization
metal_engineering,waste,1625096.3,463240.1,68969.2,0.1296,369904.6,605433.6,84.41,121165.4,44.46,35593.1,35.02,29.86,32.08,38.06,Recycling Loops
chemical,raw_materials,1658580.3,532577.6,86886.5,0.1403,198399.6,533350.9,79.6,108695.7,65.29,20112.6,33.44,22.05,29.96,47.99,Recycling Loops
metal_engineering,waste,592360.2,465493.7,73262.8,0.136,135867.3,311035.9,69.45,50777.9,70.58,88804.8,29.21,18.41,20.59,61.0,Material Reuse
food_processing,waste,740173.7,336225.9,82124.3,0.1963,349265.8,358536.9,73.49,191274.9,84.69,40620.5,49.29,15.97,29.32,54.71,Waste-to-Value
general,transport,340940.3,297742.5,37210.4,0.1111,712976.1,166110.9,56.71,33384.2,52.98,99675.1,35.61,36.98,18.83,44.19,Transportation Optimization
general,raw_materials,1772914.0,493838.0,91040.1,0.1557,140173.1,586849.5,66.44,60378.7,56.82,27471.3,30.73,19.08,27.55,53.37,Recycling Loops
chemical,waste,1289076.6,310569.3,25578.3,0.0761,277751.7,699153.5,77.37,118595.0,95.17,38451.7,30.39,27.25,24.51,48.24,Waste-to-Value
general,raw_materials,884475.7,440457.8,92753.2,0.174,104334.1,463735.3,97.06,57844.6,61.2,30829.8,52.17,16.13,15.38,68.49,Alternative Materials
general,natural_gas,946135.8,692040.5,150333.2,0.1785,1082431.2,423779.6,75.57,26880.0,70.34,27831.0,50.51,40.01,39.68,20.31,Process Changes
textile,coal,1319019.2,557349.1,143676.9,0.205,1205319.6,519441.1,79.57,28134.9,69.0,45669.5,44.72,51.65,36.48,11.87,Process Changes
general,electricity,630503.7,1022048.4,199288.2,0.1632,340194.0,153727.3,67.83,49647.3,50.2,34067.3,44.78,35.59,54.48,9.93,Energy Optimization
general,natural_gas,922829.9,979925.7,246135.2,0.2008,731501.6,285562.6,64.81,24590.9,68.02,17685.9,38.36,33.63,45.11,21.26,Energy Optimization
textile,raw_materials,512794.9,302860.9,77551.1,0.2039,58436.5,281362.5,79.42,45957.2,90.58,49101.9,38.05,21.08,26.92,52.0,Material Reuse
chemical,waste,770575.8,646125.4,116336.0,0.1526,249438.2,456342.0,63.67,164696.0,78.33,33336.4,53.33,17.94,31.47,50.59,Waste-to-Value
metal_engineering,raw_materials,354036.4,267543.7,56853.8,0.1753,142126.3,162305.7,72.43,75808.1,83.79,56393.5,33.95,29.48,22.55,47.97,Material Reuse
chemical,natural_gas,1862371.6,1038536.6,147992.0,0.1247,900951.1,545504.2,74.85,37973.0,70.07,49195.0,46.48,38.92,34.37,26.71,Process Changes
general,diesel,1113179.1,294645.6,65085.7,0.1809,1776074.8,385341.1,76.98,13959.3,67.43,292042.3,41.8,44.86,16.9,38.24,Transportation Optimization
metal_engineering,transport,991772.3,181839.4,32110.8,0.1501,1045600.0,355559.3,73.78,21068.9,61.74,220789.4,40.86,53.15,20.25,26.6,Transportation Optimization
chemical,natural_gas,636229.8,1364968.6,319522.0,0.1897,560144.8,157289.4,66.86,26433.7,51.07,36310.3,43.31,26.14,38.73,35.13,Energy Optimization
food_processing,diesel,472324.8,320821.9,25618.7,0.0739,1193423.5,223498.3,76.71,10231.3,69.29,233610.3,35.95,36.17,18.07,45.76,Transportation Optimization
food_processing,natural_gas,268588.2,645741.2,101702.6,0.1361,856281.6,94833.3,69.29,36331.2,55.55,15669.4,44.75,27.34,50.57,22.09,Energy Optimization
chemical,raw_materials,952836.3,568028.7,105227.7,0.1563,198663.4,556124.2,84.56,66314.7,82.62,40226.2,50.09,27.26,31.36,41.38,Recycled Materials
textile,waste,1816020.8,475311.7,65270.5,0.1207,278224.1,672525.3,73.71,241103.7,79.15,36724.1,50.31,25.19,29.1,45.71,Waste-to-Value
general,raw_materials,892646.4,675260.1,151240.2,0.183,127614.8,467612.9,76.9,59960.5,70.68,25197.7,43.93,27.22,25.73,47.05,Recycled Materials
food_processing,coal,471294.5,844405.9,148701.2,0.1497,1131210.3,256122.5,76.69,36267.0,61.35,39502.6,38.39,48.38,41.82,9.8,Process Changes
general,electricity,563341.2,2308017.3,169343.1,0.0684,78928.3,152186.1,67.4,11812.1,61.24,38291.4,60.97,15.07,70.87,14.06,Renewable Energy Substitution
metal_engineering,raw_materials,1493570.9,468969.6,174504.0,0.2712,104113.8,715432.5,85.54,59247.9,89.7,30915.8,38.8,16.18,26.64,57.18,Recycled Materials
chemical,raw_materials,1125688.7,508857.4,85760.9,0.1442,100541.5,444870.3,84.22,78580.7,85.41,20825.8,49.97,26.75,31.71,41.54,Recycled Materials
metal_engineering,transport,619658.7,438234.9,69611.5,0.1371,1589198.8,316656.6,75.65,19680.7,43.44,283764.5,44.95,38.18,11.73,50.09,Transportation Optimization
metal_engineering,waste,656834.7,548777.9,76682.8,0.1226,130164.1,391882.7,73.44,42025.4,55.54,34533.9,40.96,24.53,38.64,36.83,Recycling Loops
food_processing,transport,568671.1,389132.4,57602.8,0.1289,1266592.2,187841.8,68.63,20253.7,44.36,248607.4,35.37,39.77,22.27,37.96,Transportation Optimization
chemical,natural_gas,943433.9,680271.5,174650.8,0.2043,877230.1,250309.6,68.06,40289.4,62.1,48718.8,31.66,31.03,47.04,21.93,Energy Optimization
metal_engineering,diesel,962770.2,426694.7,28082.1,0.0617,1182063.2,282228.6,54.81,29463.9,48.98,138535.3,46.52,45.26,23.8,30.94,Transportation Optimization
textile,raw_materials,2944055.6,612880.8,76888.4,0.1115,139134.7,1056784.4,85.54,56070.5,63.84,45488.1,52.51,23.43,24.55,52.02,Alternative Materials
chemical,natural_gas,534213.5,641849.8,175165.5,0.2144,602329.2,137344.9,79.13,42190.8,64.68,36830.3,42.27,35.18,46.98,17.84,Energy Optimization
general,diesel,1254612.2,457112.7,49100.4,0.097,1048229.6,360104.5,59.31,11985.6,53.35,270571.5,32.8,49.65,18.92,31.43,Transportation Optimization
chemical,waste,769927.4,386273.8,108124.0,0.2187,368317.9,381089.4,78.35,79774.4,93.15,30969.9,37.31,24.84,29.62,45.54,Waste-to-Value
food_processing,waste,855641.0,261553.4,29857.5,0.1025,433990.5,271143.1,77.71,72906.0,77.49,30266.3,41.62,29.27,34.17,36.56,Waste-to-Value
textile,waste,1007459.3,782807.9,128461.7,0.141,290958.3,355154.1,82.34,66236.5,59.69,17493.3,46.28,17.11,28.37,54.52,Recycling Loops
chemical,waste,1325698.9,291886.5,35965.7,0.1097,61335.4,375179.4,71.04,38926.0,75.77,83114.8,42.03,22.25,23.32,54.43,Material Reuse
chemical,raw_materials,862081.0,477652.7,21290.0,0.0427,161797.1,273098.4,77.5,40455.2,89.75,48066.8,38.54,27.05,26.24,46.71,Material Reuse
textile,coal,730431.3,668198.3,30198.0,0.0432,838738.1,261451.3,69.84,25933.3,60.23,47697.6,43.86,51.08,34.04,14.88,Process Changes
textile,natural_gas,832183.3,1383857.3,453447.7,0.2468,1162906.1,250117.5,78.12,23208.6,49.94,15227.1,40.02,38.75,38.74,22.51,Energy Optimization
food_processing,natural_gas,705877.3,921229.7,284254.3,0.2358,728609.5,297310.1,68.79,37735.3,46.26,37866.9,42.47,37.43,52.94,9.63,Energy Optimization
chemical,coal,474908.5,456157.3,177048.3,0.2796,1177921.0,223385.7,76.98,54352.2,57.88,54465.3,33.32,40.58,26.87,32.55,Process Changes
textile,natural_gas,885596.4,1329425.4,152774.8,0.1031,452459.2,255083.2,60.02,24884.2,59.6,35840.7,41.21,30.12,45.19,24.69,Energy Optimization
general,raw_materials,1831508.0,754038.1,96344.1,0.1133,382958.8,502999.8,75.04,57826.9,87.85,52519.9,38.84,22.92,23.17,53.91,Recycled Materials
general,coal,471637.8,2415897.5,177615.2,0.0685,1701330.2,131438.6,61.19,23897.3,45.14,22497.3,64.01,45.76,18.02,36.22,Renewable Energy Substitution
textile,waste,833144.8,510635.4,112532.8,0.1806,323865.9,286461.2,77.07,141168.6,88.61,37021.9,42.87,27.21,30.83,41.96,Waste-to-Value
food_processing,raw_materials,795258.4,596674.5,81635.0,0.1204,113158.5,325504.5,70.37,65717.1,89.5,81273.5,29.56,28.83,26.85,44.32,Material Reuse
food_processing,waste,1142011.7,585651.8,119068.2,0.169,131731.7,533622.4,67.08,181617.2,88.98,19603.7,35.17,24.32,21.92,53.76,Waste-to-Value
food_processing,natural_gas,1062676.6,968177.8,316174.4,0.2462,1137633.6,276991.1,62.77,44752.9,68.71,27643.7,36.82,35.58,46.24,18.18,Energy Optimization
general,electricity,815912.8,1941063.3,221641.8,0.1025,78049.6,216706.9,70.44,14385.0,50.4,26882.6,59.35,16.07,61.05,22.88,Renewable Energy Substitution
textile,electricity,620324.0,1609114.8,26456.0,0.0162,100474.0,131632.9,64.31,19526.7,45.2,10153.1,67.17,33.59,59.51,6.9,Renewable Energy Substitution
chemical,waste,511333.4,665069.5,106045.6,0.1375,176912.6,232386.1,78.47,100190.4,84.05,16924.1,35.66,26.89,32.07,41.04,Waste-to-Value
metal_engineering,coal,1095809.7,856515.3,162629.2,0.1596,519127.6,312072.8,83.16,35891.9,58.76,59261.7,34.39,36.31,42.19,21.5,Process Changes
textile,raw_materials,1498710.3,513373.7,47590.5,0.0848,207407.8,460985.5,83.7,46187.6,57.76,23223.0,37.18,15.36,29.7,54.94,Recycling Loops
food_processing,waste,1122828.2,718913.6,30094.7,0.0402,275339.3,387482.3,75.65,210782.3,81.45,31704.0,47.72,17.02,32.21,50.77,Waste-to-Value
general,coal,287427.1,1588694.6,168527.3,0.0959,616840.6,61177.7,58.17,28990.6,49.1,16658.4,52.85,57.27,19.97,22.76,Renewable Energy Substitution
chemical,natural_gas,745625.1,835403.1,173474.7,0.1719,1475399.0,217786.7,71.83,63708.3,56.17,34862.9,34.29,37.29,39.81,22.9,Process Changes
general,waste,1180430.3,813065.4,38369.3,0.0451,240358.3,509128.6,79.8,92471.7,71.81,38549.8,27.42,21.04,25.35,53.61,Recycling Loops
general,raw_materials,1187495.0,515716.3,22497.1,0.0418,340059.7,334308.2,71.98,62193.7,71.66,94361.0,25.79,24.82,23.85,51.33,Material Reuse
chemical,diesel,499848.8,258848.1,23878.3,0.0845,1231042.2,255694.4,67.25,28630.7,69.14,291999.5,35.08,43.46,13.84,42.7,Transportation Optimization
textile,electricity,846650.3,1961210.2,198546.2,0.0919,198707.6,206892.3,76.22,27152.1,50.93,36102.4,45.79,28.46,66.72,4.82,Renewable Energy Substitution
food_processing,natural_gas,704923.8,1312451.1,315583.4,0.1938,791482.2,290718.9,74.95,44754.2,53.85,34402.7,38.46,26.43,46.4,27.17,Energy Optimization
chemical,waste,1447346.8,424497.5,68116.1,0.1383,308238.9,686970.3,68.19,235397.3,81.2,44672.2,46.76,21.95,29.2,48.85,Waste-to-Value
metal_engineering,raw_materials,1070104.8,593830.4,73312.6,0.1099,135621.2,355032.9,67.52,107437.8,74.37,73881.8,29.91,25.76,30.54,43.7,Material Reuse
textile,coal,922821.6,861167.9,170084.0,0.1649,855397.6,296256.9,61.14,46514.0,66.66,50940.8,33.3,43.88,28.54,27.58,Process Changes
metal_engineering,raw_materials,1837007.3,769176.0,142762.0,0.1565,421200.8,586705.2,73.09,61913.7,78.61,45978.9,35.4,17.92,33.36,48.72,Recycled Materials
food_processing,transport,602278.1,486207.3,25727.4,0.0503,1796859.0,217647.0,71.7,24310.4,54.6,250557.3,42.29,38.15,17.33,44.52,Transportation Optimization
metal_engineering,raw_materials,1797376.5,386081.7,52716.8,0.1201,273108.6,637191.9,71.77,76676.3,82.65,40531.8,48.57,16.2,27.15,56.65,Recycled Materials
food_processing,waste,958354.6,590767.5,57207.7,0.0883,299994.0,423689.9,76.48,69609.4,86.35,23879.8,38.15,29.41,22.74,47.85,Waste-to-Value
chemical,raw_materials,2920848.1,371101.6,73332.7,0.165,259134.7,847695.2,91.85,27470.1,82.83,33010.3,39.85,26.29,33.75,39.96,Recycled Materials
chemical,waste,1075412.4,299125.0,22907.3,0.0711,80554.2,404972.9,69.59,62845.3,82.54,78528.1,27.26,21.1,24.7,54.2,Material Reuse
metal_engineering,diesel,503457.3,255407.9,30933.6,0.108,1380206.8,266058.7,52.34,23163.2,63.74,108674.8,55.13,49.46,24.26,26.28,Transportation Optimization
metal_engineering,transport,381404.8,252462.4,78963.9,0.2383,950094.2,232292.6,53.1,16515.7,41.45,218687.0,51.53,39.89,15.52,44.59,Transportation Optimization
chemical,raw_materials,1640548.3,546367.4,132525.0,0.1952,393258.8,666825.8,96.59,50581.1,67.21,58241.9,42.41,11.64,27.81,60.55,Alternative Materials
metal_engineering,electricity,579453.0,989180.0,122652.3,0.1103,656055.7,193250.8,76.54,17663.5,53.71,43793.0,39.02,25.8,51.91,22.29,Energy Optimization
textile,electricity,917937.4,2366910.5,226896.9,0.0875,295444.9,211309.0,50.36,18635.0,41.07,13293.8,46.13,22.59,70.43,6.98,Renewable Energy Substitution
metal_engineering,raw_materials,2324175.2,373178.3,95561.0,0.2039,104027.0,733026.1,92.46,22072.9,60.1,25376.6,39.39,24.85,19.84,55.31,Alternative Materials
general,waste,389667.4,259240.3,79705.1,0.2352,52506.4,209009.7,78.36,88579.1,92.92,77329.8,38.44,20.92,15.03,64.05,Material Reuse
